name,is_baseline,status,dat_file,t_max,x_tmax,dz_u,dz_l,Au_0,Au_1,Au_2,Au_3,Au_4,Au_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5
sample_000,True,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_000.dat,0.09496590731338421,0.2945891783567134,1.4831992908165281e-08,1.3166409172996052e-08,0.17047219358460802,0.20918187878786493,0.2096579033586319,0.18963721021849428,0.16688285334011907,0.1591305136246155,-0.08529255073031956,-0.050879543859129954,-0.0358346860124744,-0.03148985018233656,-0.029150485259909886,-0.020149593410062307
sample_001,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_001.dat,0.09763728529396168,0.3987975951903807,1.4831992908165281e-08,1.3166409172996052e-08,0.11736511739373318,0.2235305093230864,0.19450349153890625,0.25362343832264245,0.2200880246366355,0.21026595968747364,-0.12565851617115872,-0.01515433609892064,-0.024405789193972946,-0.09470888363028751,-0.013062621088676715,-0.05454991304242919
sample_002,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_002.dat,0.08674124995988726,0.2725450901803607,1.4831992908165281e-08,1.3166409172996052e-08,0.18670972527420104,0.20659723944804811,0.17746614079473355,0.14056418286260627,0.12124812265857769,0.09984498279575313,-0.06967761209855891,-0.025367621440387206,-0.04976705361661513,-0.04374057576624116,-0.01597461242202411,-0.0163269972405769
sample_003,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_003.dat,0.08332280200564138,0.2885771543086172,1.4831992908165281e-08,1.3166409172996052e-08,0.1909447336815283,0.15127167676651776,0.20060412087164226,0.1450000805587927,0.19460281491747322,0.15855131604866782,-0.12149709678383157,0.013169938630725742,-0.09418959087684638,0.02611137664314042,-0.08543784676355379,0.016753985738817048
sample_004,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_004.dat,0.09825820489679872,0.22645290581162322,1.4831992908165281e-08,1.3166409172996052e-08,0.21769426705414563,0.23730731769425867,0.22341823788171417,0.1452924930056218,0.14327163350715014,0.18384501484762383,-0.10363990703915975,-0.03851328230138307,0.004306518138071355,-0.03017292975998627,-0.0300507333860925,-0.06836124851240294
sample_005,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_005.dat,0.08519466414747703,0.21843687374749496,1.4831992908165281e-08,1.3166409172996052e-08,0.17951304397426354,0.22216976690595214,0.15148724464775074,0.13330323882178252,0.10476131989406888,0.16964622655037753,-0.1278203317298005,0.006426126291514803,-0.03838779204635439,-0.03335914108598581,-0.09216926766641428,0.02256714731689792
sample_006,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_006.dat,0.09822840584262728,0.280561122244489,1.4831992908165281e-08,1.3166409172996052e-08,0.12222759866125285,0.19865438378333253,0.26446891622940355,0.15689757698418488,0.13571451108571903,0.1569158700765585,-0.12217434868425082,-0.08877921953429539,-0.004810690224803613,-0.016707699022736694,-0.022842415931554255,-0.03769166589251845
sample_007,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_007.dat,0.11158125571254363,0.30861723446893785,1.4831992908165281e-08,1.3166409172996052e-08,0.11562489865159145,0.22172827069908993,0.2174528504543522,0.19845282361451905,0.10965740854777929,0.1257931475266725,-0.1265074935168558,-0.11577414837058585,-0.06249892651930278,-0.08733840371032804,-0.03459436702658095,-0.03905739772978765
sample_008,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_008.dat,0.10909195559037076,0.2665330661322645,1.4831992908165281e-08,1.3166409172996052e-08,0.1970768918716031,0.21818740797326439,0.19572863221491357,0.13898384752520582,0.2175688764526028,0.18344042307743988,-0.11537908444588803,-0.08465322495830337,-0.09437335288969081,-0.039236205355264925,-0.06323661630763604,-0.03857755123479928
sample_009,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_009.dat,0.10018716825564011,0.280561122244489,1.4831992908165281e-08,1.3166409172996052e-08,0.1662808364916934,0.2682809491281909,0.19482767618044813,0.21295384575423332,0.19401744301359108,0.12682987233968523,-0.03721559279364603,-0.0877968724785001,-0.012848844424151434,0.00164135266793633,-0.00916942992342902,-0.05561985434542222
sample_010,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_010.dat,0.09336479028591654,0.25250501002004005,1.4831992908165281e-08,1.3166409172996052e-08,0.20400383970122138,0.23735698658016446,0.20051840274684635,0.17263300539354537,0.21426300376602603,0.13923364792864054,-0.08123453770484096,-0.03492045043041797,0.0033595756282732148,-0.028952203638518983,-0.041581266656690395,-0.013357293509589849
sample_011,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_011.dat,0.11811950041854936,0.2945891783567134,1.4831992908165281e-08,1.3166409172996052e-08,0.22198823842730225,0.2714388920823968,0.2619105848507998,0.16871450691030615,0.2281525801117177,0.175901034420281,-0.08982780536872173,-0.036245402622165024,-0.09573031426967703,-0.020880779378591965,-0.08411193665051642,-0.03799643715365496
sample_012,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_012.dat,0.10696788591427372,0.30861723446893785,1.4831992908165281e-08,1.3166409172996052e-08,0.14936183495250066,0.22050515007147192,0.20518669068270354,0.22083523388300502,0.22295977820830482,0.18508871399341378,-0.1436003877833479,-0.06900004712578992,-0.06231019640114704,-0.03933237812184728,-0.054278430219341055,-0.06266580984126824
sample_013,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_013.dat,0.09193144413058137,0.2665330661322645,1.4831992908165281e-08,1.3166409172996052e-08,0.14148449116984974,0.14675874089706362,0.15814916737886223,0.17927875194361342,0.12290481434689263,0.13980197391102586,-0.12549082936374972,-0.10235054445935607,-0.09460684093352095,0.02730880001855672,-0.06850656182414164,0.024512145781874245
sample_014,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_014.dat,0.08193930184981275,0.22645290581162322,1.4831992908165281e-08,1.3166409172996052e-08,0.16394781999000865,0.2032313954928583,0.16600156382539372,0.15377726076919473,0.18602684912480288,0.12863112593137024,-0.10975250260953043,-0.031556119613998554,0.01611722677351167,-0.03984199678027131,-0.060335733704314706,0.008033691462358786
sample_015,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_015.dat,0.09213194017262892,0.2665330661322645,1.4831992908165281e-08,1.3166409172996052e-08,0.20389804154723007,0.2628326275069589,0.18805269047932643,0.13819923860062752,0.1640873363656032,0.20896938984854457,-0.02828015007451,-0.027830102779477298,-0.031019061091007993,-0.0366025227312214,0.03533890271034802,-0.029747806105081917
sample_016,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_016.dat,0.10019660535924155,0.25250501002004005,1.4831992908165281e-08,1.3166409172996052e-08,0.19630832490206523,0.17175111341242444,0.1789329356340651,0.2177764963673356,0.17548261226266945,0.12431983631514096,-0.13914493440015527,-0.09274773097036196,-0.03295274111212465,-0.04650593009371654,-0.08348500906628949,0.04344285580677054
sample_017,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_017.dat,0.11012827204845395,0.3166332665330661,1.4831992908165281e-08,1.3166409172996052e-08,0.13475488789713236,0.2531365156896141,0.2635512853845245,0.22784167363178726,0.22879757349818725,0.18748138491440958,-0.14528290840134814,-0.055499771910781294,0.0004112722348780379,-0.07126740847259518,-0.027893882829380753,-0.051708731193616755
sample_018,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_018.dat,0.10170721445798753,0.2945891783567134,1.4831992908165281e-08,1.3166409172996052e-08,0.1903176524396733,0.24686197526526504,0.21163981209975707,0.2019718131334478,0.13610562785638458,0.16905329836387506,-0.08439938680807528,-0.053356573965262444,-0.005431999902284948,-0.07775287430793902,-0.0923058205444766,-0.007473638690401671
sample_019,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_019.dat,0.08906706905061162,0.3386773547094188,1.4831992908165281e-08,1.3166409172996052e-08,0.10788750191280638,0.16245782012488189,0.19406418127087802,0.20676275344169612,0.17751677112016473,0.14643483634068502,-0.14133666562875907,-0.05078903120807403,-0.04045284468547084,-0.04630333357954361,-0.03877263974916336,0.005715622759602704
sample_020,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_020.dat,0.09749890540906458,0.30861723446893785,1.4831992908165281e-08,1.3166409172996052e-08,0.10905724907492899,0.2555393676795399,0.2406724072602197,0.1562342203108202,0.19167244657439997,0.16107218993666853,-0.05183341274285824,-0.07157592180514975,-0.011175192417942528,-0.025057863014605095,-0.06390536444785455,0.042587614110218
sample_021,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_021.dat,0.0858811624734997,0.23847695390781562,1.4831992908165281e-08,1.3166409172996052e-08,0.13530030977131818,0.25513282130687676,0.1699444078276615,0.15492454352064236,0.16206366530232508,0.10774864291528824,-0.12382482001728891,-0.013648633395133683,0.02029288470376364,-0.0596067599631556,-0.015773652615460154,-0.07889810926481418
sample_022,False,ok,multi_seed_output\seed_1_S302109584\airfoils\sample_022.dat,0.11141537265356725,0.3306613226452906,1.4831992908165281e-08,1.3166409172996052e-08,0.11106618918816141,0.25682706602574246,0.2576507259538388,0.1711992223142065,0.11463875071395566,0.18867472285769482,-0.088938319164589,-0.06436439477665552,-0.0660940210269711,-0.08659465441217612,-0.07216404759831664,0.026637937689080182
