name,is_baseline,status,dat_file,t_max,x_tmax,dz_u,dz_l,Au_0,Au_1,Au_2,Au_3,Au_4,Au_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5
sample_000,True,ok,multi_seed_output\seed_3_mh114\airfoils\sample_000.dat,0.1307116010907901,0.3006012024048096,2.230437806671759e-09,2.356746969453538e-09,0.26007655000634666,0.3265540540630131,0.34722801427011346,0.3488495891987947,0.35817454649749664,0.4019538544275347,-0.09667551152311701,-0.02271109991180407,0.007210517660426893,0.03098308703131822,0.08650599164455493,0.21167278457248587
sample_001,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_001.dat,0.13282186988746406,0.3687374749498998,2.230437806671759e-09,2.356746969453538e-09,0.20696947381547182,0.3409026845982346,0.3320736024503878,0.41283581730294294,0.41137971779401306,0.4530893004903928,-0.1370414769639562,0.013014107848405246,0.01863941447892835,-0.03223594641663273,0.1025938558157881,0.177272464940119
sample_002,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_002.dat,0.12231550635379035,0.280561122244489,2.230437806671759e-09,2.356746969453538e-09,0.2763140816959397,0.3239694147231963,0.3150362517062151,0.2997765618429067,0.31253981581595525,0.34266832359867233,-0.08106057289135638,0.00280082250693868,-0.006721849943713838,0.018732361447413623,0.09968186448244071,0.21549538074197128
sample_003,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_003.dat,0.11905052916646752,0.3006012024048096,2.230437806671759e-09,2.356746969453538e-09,0.28054909010326695,0.2686438520416659,0.3381742317831238,0.30421245953909315,0.38589450807485076,0.401374656851587,-0.13288005757662902,0.04133838257805163,-0.05114438720394508,0.0885843138567952,0.030218630140911022,0.24857636372136527
sample_004,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_004.dat,0.13317064174593754,0.24649298597194386,2.230437806671759e-09,2.356746969453538e-09,0.30729862347588427,0.3546794929694068,0.36098834879319575,0.30450487198592224,0.3345633266645277,0.426668355650543,-0.11502286783195721,-0.010344838354057181,0.04735172181097265,0.03230000745366851,0.08560574351837232,0.16346112947014524
sample_005,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_005.dat,0.11993709343359571,0.2444889779559118,2.230437806671759e-09,2.356746969453538e-09,0.2691174003960022,0.3395419421811003,0.2890573555592323,0.29251561780208296,0.29605301305144643,0.4124695673532967,-0.13920329252259797,0.03459457023884069,0.004657411626546905,0.02911379612766897,0.02348720923805053,0.25438952529944614
sample_006,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_006.dat,0.13387619410473392,0.2865731462925851,2.230437806671759e-09,2.356746969453538e-09,0.2118319550829915,0.31602655905848065,0.4020390271408851,0.3161099559644853,0.32700620424309657,0.39973921087947767,-0.13355730947704827,-0.060610775586969506,0.03823451344809768,0.04576523819091809,0.09281406097291056,0.19413071209002974
sample_007,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_007.dat,0.14736060412988158,0.30861723446893785,2.230437806671759e-09,2.356746969453538e-09,0.2052292550733301,0.33910044597423805,0.3550229613658337,0.3576652025948195,0.3009491017051569,0.3686164883295917,-0.13789045430965324,-0.08760570442325996,-0.019453722846401483,-0.024865466496673254,0.08106210987788387,0.19276498025276054
sample_008,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_008.dat,0.14463042874759746,0.280561122244489,2.230437806671759e-09,2.356746969453538e-09,0.28668124829334174,0.3355595832484125,0.3332987431263951,0.29819622650550626,0.4088605696099804,0.426263763880359,-0.1267620452386855,-0.05648478101097748,-0.05132814921678952,0.023236731858389856,0.05241986059682878,0.1932448267477489
sample_009,False,ok,multi_seed_output\seed_3_mh114\airfoils\sample_009.dat,0.1358302821820061,0.2865731462925851,2.230437806671759e-09,2.356746969453538e-09,0.25588519291343204,0.385653124403339,0.3323977870919297,0.37216622473453376,0.3853091361709686,0.3696532131426044,-0.048598553586443494,-0.05962842853117421,0.03019635924874986,0.06411428988159111,0.1064870469810358,0.17620252363712596
